State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Uttar Pradesh,Bhadohi,Alluvial loam,7.0-8.0,1000,18-38,High,Kolkata – (~720 km),Varanasi ICD – (~80 km),Varanasi – (~100 km),125000,"Rice, Potato, Vegetables",HS10,Rice,165000,Bangladesh,425,,Bhadohi Carpet (non-agri),–,Carpet + rice
Uttar Pradesh,Bijnor,"Alluvial, Terai loam",7.0-8.2,1000,16-37,Very High,Mundra – (~980 km),Moradabad ICD – (~140 km),Delhi – (~180 km),225000,"Sugarcane, Wheat, Mentha",HS33,Mentha oil,225000,USA,785,,,–,Mentha & sugarcane
Uttar Pradesh,Budaun,Alluvial loam,7.5-8.5,900,16-39,Very High,Mundra – (~980 km),Moradabad ICD – (~180 km),Delhi – (~240 km),225000,"Mentha, Wheat, Potato",HS33,Mentha oil,285000,USA,985,Budaun Mentha Cluster,,–,Major mentha district
Uttar Pradesh,Bulandshahr,Alluvial loam,7.5-8.5,800,16-38,Very High,Mundra – (~980 km),Dadri ICD – (~100 km),Delhi – (~100 km),225000,"Wheat, Potato, Sugarcane",HS07,Potato,385000,"Nepal, UAE",985,,,–,Potato hub
Uttar Pradesh,Chandauli,"Alluvial, Gangetic loam",7.0-8.0,1000,18-38,Very High,Kolkata – (~680 km),Varanasi ICD – (~60 km),Varanasi – (~80 km),185000,"Rice, Wheat, Pulses",HS10,Rice,225000,Bangladesh,685,,,–,Rice bowl
Uttar Pradesh,Chitrakoot,"Bundelkhand loam, Red",6.8-8.0,900,20-40,High,Mundra – (~1100 km),Kanpur ICD – (~300 km),Prayagraj – (~180 km),85000,"Pulses, Wheat, Gram",HS07,Gram,125000,Bangladesh,325,,,–,Pulse hub
Uttar Pradesh,Deoria,Alluvial loam,7.0-8.0,1100,18-38,Very High,Kolkata – (~780 km),Gorakhpur ICD – (~80 km),Gorakhpur – (~100 km),165000,"Rice, Wheat, Sugarcane",HS10,Rice,185000,Bangladesh,585,,,–,Rice hub
Uttar Pradesh,Etah,Alluvial loam,7.5-8.5,700,16-40,Very High,Mundra – (~980 km),Dadri ICD – (~240 km),Agra – (~80 km),185000,"Potato, Wheat, Mentha",HS07,Potato,285000,Nepal,785,,,–,Potato hub
Uttar Pradesh,Etawah,"Alluvial, Doab loam",7.0-8.2,850,18-40,Very High,Mundra – (~980 km),Kanpur ICD – (~180 km),Lucknow – (~180 km),165000,"Potato, Wheat, Rice",HS07,Potato,225000,Nepal,685,,,–,Potato hub
Uttar Pradesh,Ayodhya (Faizabad),Alluvial loam,7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~180 km),Lucknow – (~140 km),225000,"Rice, Potato, Mango",HS10,Rice,225000,Bangladesh,685,,,–,Rice bowl
Uttar Pradesh,Farrukhabad,Alluvial loam,7.5-8.5,800,16-39,Very High,Mundra – (~980 km),Kanpur ICD – (~140 km),Lucknow – (~200 km),185000,"Potato, Wheat, Mentha",HS07,Potato,285000,Nepal,885,,,–,Potato hub
Uttar Pradesh,Fatehpur,"Alluvial, Doab loam",7.0-8.2,900,18-40,High,Mundra – (~980 km),Kanpur ICD – (~180 km),Prayagraj – (~140 km),125000,"Rice, Wheat, Pulses",HS10,Rice,165000,Bangladesh,425,,,–,Rice & pulses
Uttar Pradesh,Firozabad,Alluvial loam,7.5-8.5,700,16-40,Very High,Mundra – (~980 km),Agra ICD – (~80 km),Agra – (~80 km),185000,"Potato, Wheat, Glass bangles (non-agri)",HS07,Potato,225000,Nepal,585,,Firozabad Glass,–,Potato & glass hub
Uttar Pradesh,Gautam Buddha Nagar,Alluvial loam,7.5-8.5,800,16-39,Very High,Mundra – (~980 km),Dadri ICD – (~40 km),Delhi – (~80 km),385000,"Rice, Wheat, Potato, Vegetables",HS10,Rice,285000,Bangladesh,985,,,–,Near Delhi – commercial hub
Uttar Pradesh,Ghaziabad,Alluvial loam,7.5-8.5,800,16-39,Very High,Mundra – (~980 km),Dadri ICD – (~60 km),Delhi – (~60 km),385000,"Wheat, Sugarcane, Vegetables",HS10,Wheat,225000,UAE,985,,,–,Near Delhi – vegetable supply
Uttar Pradesh,Ghazipur,"Alluvial, Gangetic loam",7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~100 km),Varanasi – (~120 km),185000,"Rice, Potato, Mango",HS10,Rice,225000,Bangladesh,685,,,–,Rice hub
Uttar Pradesh,Gonda,Alluvial loam,7.0-8.0,1100,18-37,High,Mundra – (~1100 km),Lucknow ICD – (~220 km),Lucknow – (~240 km),125000,"Rice, Mentha, Potato",HS33,Mentha oil,145000,USA,425,,,–,Mentha & rice
Uttar Pradesh,Gorakhpur,"Alluvial, Terai loam",7.0-8.0,1200,18-37,Very High,Kolkata – (~820 km),Gorakhpur ICD – (~20 km),Gorakhpur – (~40 km),285000,"Rice, Wheat, Sugarcane, Banana",HS10,Rice,325000,Bangladesh,985,,,–,Rice & banana hub
Uttar Pradesh,Hamirpur,Bundelkhand loam,7.0-8.2,900,20-40,High,Mundra – (~1100 km),Kanpur ICD – (~280 km),Lucknow – (~240 km),85000,"Pulses, Wheat, Gram",HS07,Gram,125000,Bangladesh,325,,,–,Pulse hub
Uttar Pradesh,Hapur,Alluvial loam,7.5-8.5,800,16-38,Very High,Mundra – (~980 km),Dadri ICD – (~100 km),Delhi – (~80 km),225000,"Wheat, Potato, Sugarcane",HS07,Potato,285000,Nepal,785,,,–,Potato hub
Uttar Pradesh,Hardoi,Alluvial loam,7.0-8.0,900,18-38,Very High,Mundra – (~980 km),Lucknow ICD – (~140 km),Lucknow – (~160 km),225000,"Mentha, Rice, Wheat",HS33,Mentha oil,285000,USA,885,Hardoi Mentha Cluster,,–,Mentha hub
Uttar Pradesh,Hathras,Alluvial loam,7.5-8.5,700,16-40,Very High,Mundra – (~980 km),Agra ICD – (~100 km),Agra – (~80 km),185000,"Potato, Wheat, Mentha",HS07,Potato,225000,Nepal,585,,,–,Potato hub
Uttar Pradesh,Jalaun,"Alluvial, Bundelkhand loam",7.0-8.2,850,20-40,High,Mundra – (~1100 km),Kanpur ICD – (~240 km),Lucknow – (~220 km),125000,"Pulses, Wheat, Sesame",HS07,Sesame,165000,Bangladesh,425,,,–,Pulse hub
Uttar Pradesh,Jaunpur,Alluvial loam,7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~100 km),Varanasi – (~120 km),225000,"Rice, Potato, Mango",HS10,Rice,225000,Bangladesh,685,,,–,Rice hub
Uttar Pradesh,Jhansi,"Bundelkhand loam, Red",7.0-8.2,900,20-41,High,Mundra – (~1100 km),Jhansi ICD – (~20 km),Lucknow – (~380 km),165000,"Pulses, Wheat, Gram",HS07,Gram,185000,Bangladesh,485,,,–,Pulse hub
Uttar Pradesh,Kannauj,Alluvial loam,7.0-8.0,800,18-39,Very High,Mundra – (~980 km),Kanpur ICD – (~180 km),Lucknow – (~140 km),185000,"Perfume (Attar), Mentha, Potato",HS33,"Mentha oil, Perfume",185000,"USA, France",885,Kannauj Perfume Cluster,Kannauj Attar,–,Perfume capital of India
Uttar Pradesh,Kanpur Dehat,"Alluvial, Doab loam",7.0-8.2,850,18-40,Very High,Mundra – (~980 km),Kanpur ICD – (~60 km),Lucknow – (~100 km),225000,"Potato, Wheat, Rice",HS07,Potato,285000,Nepal,785,,,–,Potato hub
Uttar Pradesh,Kanpur Nagar,Alluvial loam,7.0-8.0,800,18-40,Very High,Mundra – (~980 km),Kanpur ICD – (~20 km),Lucknow – (~100 km),385000,"Potato, Mango, Vegetables, Leather (non-agri)",HS07,Potato,385000,"Nepal, UAE",1285,,,–,Potato & commercial hub
Uttar Pradesh,Kasganj,Alluvial loam,7.5-8.5,700,16-40,Very High,Mundra – (~980 km),Agra ICD – (~140 km),Agra – (~160 km),125000,"Potato, Mentha, Wheat",HS07,Potato,225000,Nepal,585,,,–,Potato hub
Uttar Pradesh,Kaushambi,Alluvial loam,7.0-8.0,900,18-40,High,Mundra – (~1100 km),Kanpur ICD – (~240 km),Prayagraj – (~100 km),125000,"Rice, Wheat, Pulses",HS10,Rice,165000,Bangladesh,425,,,–,Rice & pulses
Uttar Pradesh,Kushinagar,"Alluvial, Terai loam",6.5-7.8,1200,18-37,High,Kolkata – (~880 km),Gorakhpur ICD – (~100 km),Gorakhpur – (~120 km),125000,"Rice, Wheat, Sugarcane",HS10,Rice,185000,Bangladesh,585,,,–,Rice hub
Uttar Pradesh,Lakhimpur Kheri,"Alluvial, Terai loam",6.5-7.8,1200,16-37,Very High,Mundra – (~1100 km),Dadri ICD – (~480 km),Lucknow – (~180 km),225000,"Rice, Wheat, Mentha",HS33,Mentha oil,285000,USA,985,Lakhimpur Kheri Mentha Cluster,,–,Mentha & rice hub
Uttar Pradesh,Lalitpur,Bundelkhand loam,7.0-8.2,900,20-41,High,Mundra – (~1100 km),Jhansi ICD – (~80 km),Lucknow – (~420 km),85000,"Pulses, Soybean, Wheat",HS07,Gram,145000,Bangladesh,385,,,–,Pulse hub
Uttar Pradesh,Lucknow,Alluvial loam,7.0-8.0,900,18-39,Very High,Mundra – (~1100 km),Lucknow ICD – (~20 km),Lucknow – (~30 km),585000,"Mango, Mentha, Vegetables, Rice","HS08, HS33","Mango pulp, Mentha oil",385000,"UAE, USA",1885,Lucknow Mango & Mentha Cluster,,Capital incentives + 100% SGST,Mango & mentha hub
Uttar Pradesh,Maharajganj,"Alluvial, Terai loam",6.5-7.8,1200,18-37,High,Mundra – (~1100 km),Gorakhpur ICD – (~140 km),Gorakhpur – (~160 km),125000,"Rice, Wheat, Sugarcane",HS10,Rice,185000,Bangladesh,585,,,–,Rice hub
Uttar Pradesh,Mahoba,Bundelkhand loam,7.0-8.2,900,20-40,High,Mundra – (~1100 km),Jhansi ICD – (~140 km),Lucknow – (~380 km),85000,"Pulses, Gram, Wheat",HS07,Gram,125000,Bangladesh,325,,,–,Pulse hub
Uttar Pradesh,Mainpuri,Alluvial loam,7.5-8.5,800,16-40,Very High,Mundra – (~980 km),Agra ICD – (~180 km),Agra – (~200 km),185000,"Potato, Wheat, Mentha",HS07,Potato,285000,Nepal,785,,,–,Potato hub
Uttar Pradesh,Mathura,Alluvial loam,7.5-8.5,650,16-40,Very High,Mundra – (~980 km),Agra ICD – (~140 km),Agra – (~160 km),225000,"Wheat, Potato, Mustard",HS07,Potato,225000,Nepal,685,,,–,Potato & dairy hub
Uttar Pradesh,Mau,Alluvial loam,7.0-8.0,1000,18-38,High,Kolkata – (~720 km),Varanasi ICD – (~140 km),Varanasi – (~160 km),125000,"Rice, Potato, Mango",HS10,Rice,165000,Bangladesh,425,,,–,Rice hub
Uttar Pradesh,Meerut,Alluvial loam,7.5-8.5,800,16-38,Very High,Mundra – (~980 km),Dadri ICD – (~120 km),Delhi – (~80 km),285000,"Sugarcane, Wheat, Potato, Sports goods (non-agri)",HS10,Sugar,285000,Nepal,985,,,–,Sugarcane & sports goods hub
Uttar Pradesh,Mirzapur,"Alluvial, Gangetic loam",7.0-8.0,1000,18-40,High,Kolkata – (~780 km),Varanasi ICD – (~100 km),Varanasi – (~120 km),125000,"Rice, Pulses, Mango",HS10,Rice,165000,Bangladesh,425,,Mirzapur Carpet (non-agri),–,Rice & carpet hub
Uttar Pradesh,Moradabad,Alluvial loam,7.5-8.5,1000,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~20 km),Delhi – (~180 km),325000,"Mentha, Rice, Wheat",HS33,Mentha oil,385000,"USA, Singapore",1585,Moradabad Mentha AEZ,,–,Mentha & handicraft hub
Uttar Pradesh,Muzaffarnagar,Alluvial loam,7.5-8.5,900,16-37,Very High,Mundra – (~980 km),Dadri ICD – (~140 km),Delhi – (~140 km),285000,"Sugarcane, Wheat, Mango",HS17,Sugar,285000,Nepal,985,,,–,Sugarcane hub
Uttar Pradesh,Pilibhit,"Alluvial, Terai loam",7.0-8.0,1200,16-37,Very High,Mundra – (~1100 km),Dadri ICD – (~380 km),Lucknow – (~300 km),185000,"Basmati rice, Wheat, Mentha",HS10,Basmati,285000,"UAE, Saudi",985,Pilibhit Basmati Cluster,,–,Basmati & flute hub
Uttar Pradesh,Pratapgarh,Alluvial loam,7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~200 km),Lucknow – (~200 km),185000,"Aonla, Mango, Potato",HS08,Aonla products,165000,UAE,585,,,–,Aonla & mango hub
Uttar Pradesh,Prayagraj,"Alluvial, Gangetic loam",7.0-8.0,1000,18-40,Very High,Mundra – (~1100 km),Kanpur ICD – (~220 km),Prayagraj – (~40 km),285000,"Rice, Wheat, Pulses, Guava",HS10,Rice,325000,Bangladesh,985,,,–,Guava & rice hub
Uttar Pradesh,Raebareli,Alluvial loam,7.0-8.0,1000,18-38,High,Mundra – (~1100 km),Lucknow ICD – (~140 km),Lucknow – (~100 km),125000,"Rice, Potato, Mentha",HS33,Mentha oil,185000,USA,585,,,–,Mentha & rice
Uttar Pradesh,Rampur,Alluvial loam,7.5-8.5,1000,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~80 km),Delhi – (~220 km),225000,"Mentha, Rice, Wheat",HS33,Mentha oil,325000,"USA, Singapore",985,Rampur Mentha AEZ,,–,Mentha hub
Uttar Pradesh,Sambhal,Alluvial loam,7.5-8.5,900,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~40 km),Delhi – (~180 km),225000,"Mentha, Rice, Wheat",HS33,Mentha oil,285000,USA,985,Sambhal Mentha Cluster,,–,Mentha hub
Uttar Pradesh,Sant Kabir Nagar,Alluvial loam,7.0-8.0,1100,18-38,High,Kolkata – (~720 km),Gorakhpur ICD – (~140 km),Gorakhpur – (~160 km),125000,"Rice, Potato, Mentha",HS33,Mentha oil,165000,USA,425,,,–,Mentha & rice
Uttar Pradesh,Shahjahanpur,Alluvial loam,7.5-8.5,900,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~220 km),Delhi – (~300 km),225000,"Mentha, Potato, Wheat",HS33,Mentha oil,285000,USA,985,Shahjahanpur Mentha Cluster,,–,Mentha hub
Uttar Pradesh,Shamli,Alluvial loam,7.5-8.5,800,16-38,Very High,Mundra – (~980 km),Dadri ICD – (~140 km),Delhi – (~120 km),185000,"Sugarcane, Wheat, Rice",HS17,Sugar,185000,Nepal,585,,,–,Sugarcane hub
Uttar Pradesh,Shravasti,"Alluvial, Terai loam",6.5-7.8,1200,18-37,High,Mundra – (~1100 km),Lucknow ICD – (~280 km),Lucknow – (~300 km),85000,"Rice, Wheat, Mentha",HS33,Mentha oil,125000,USA,325,,,–,Mentha & rice
Uttar Pradesh,Siddharthnagar,Alluvial loam,7.0-8.0,1100,18-38,High,Kolkata – (~880 km),Gorakhpur ICD – (~140 km),Gorakhpur – (~160 km),125000,"Rice, Wheat, Pulses",HS10,Rice,165000,Bangladesh,425,,,–,Rice hub
Uttar Pradesh,Sitapur,Alluvial loam,7.0-8.0,1000,18-38,Very High,Mundra – (~1100 km),Lucknow ICD – (~120 km),Lucknow – (~140 km),225000,"Mentha, Rice, Wheat",HS33,Mentha oil,285000,USA,985,Sitapur Mentha Cluster,,–,Mentha hub
Uttar Pradesh,Sultanpur,Alluvial loam,7.0-8.0,1000,18-38,High,Kolkata – (~720 km),Varanasi ICD – (~200 km),Lucknow – (~180 km),125000,"Rice, Potato, Mango",HS10,Rice,165000,Bangladesh,425,,,–,Rice hub
Uttar Pradesh,Unnao,Alluvial loam,7.0-8.0,900,18-40,High,Mundra – (~1100 km),Kanpur ICD – (~100 km),Lucknow – (~80 km),165000,"Rice, Potato, Mentha",HS33,Mentha oil,185000,USA,585,,,–,Mentha & rice
Uttar Pradesh,Varanasi,"Alluvial, Gangetic loam",7.0-8.0,1000,18-40,Very High,Kolkata – (~780 km),Varanasi ICD – (~20 km),Varanasi – (~30 km),285000,"Rice, Mango, Vegetables, Silk","HS10, HS50","Rice, Silk",285000,"Bangladesh, Italy",985,Varanasi Silk Cluster,Varanasi Silk & Gulabi Meenakari,–,Silk & handicraft hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
West Bengal,Alipurduar,"Alluvial, Terai loam",5.5-6.8,3200,18-32,High,Kolkata – (~680 km),Siliguri ICD – (~140 km),Bagdogra – (~160 km),48000,"Tea, Pineapple, Rice","HS09, HS08",Tea,68000,"UK, Germany",285,Dooars-Terai Tea AEZ,,100% SGST + 90% freight subsidy,Dooars tea & pineapple hub
West Bengal,Bankura,"Red lateritic, Gravelly",5.5-6.8,1400,24-38,Medium-High,Kolkata – (~240 km),Durgapur ICD – (~140 km),Kolkata – (~260 km),85000,"Rice, Potato, Mustard, Lac","HS10, HS13",Rice,125000,Bangladesh,385,,Bankura Panchmura Terracotta,–,Lac & rice area
West Bengal,Birbhum,"Red lateritic, Alluvial patches",5.8-7.0,1400,24-38,High,Kolkata – (~220 km),Durgapur ICD – (~100 km),Kolkata – (~240 km),125000,"Rice, Potato, Mustard",HS10,Rice,185000,Bangladesh,585,,,–,Rice bowl
West Bengal,Cooch Behar,"Alluvial, Terai",5.5-6.8,3200,18-32,Very High,Kolkata – (~680 km),Siliguri ICD – (~140 km),Bagdogra – (~160 km),68000,"Rice, Jute, Pineapple, Tea","HS10, HS09",Tea,85000,"Nepal, Bangladesh",385,Dooars-Terai Tea AEZ,,–,Jute & tea hub
West Bengal,Dakshin Dinajpur,"Alluvial, Terai loam",5.8-7.0,2000,20-34,High,Kolkata – (~480 km),,Bagdogra – (~280 km),48000,"Rice, Pineapple, Jute",HS10,Rice,125000,Bangladesh,285,,,–,Rice & pineapple
West Bengal,Darjeeling,"Mountain brown, Red loamy",4.5-6.0,3000,2026-08-01 00:00:00,High,Kolkata – (~620 km),Siliguri ICD – (~80 km),Bagdogra – (~100 km),125000,"Darjeeling Tea, Orange, Ginger, Large cardamom",HS09,Darjeeling Tea,28000,"UK, Germany, Japan",985,Darjeeling Tea AEZ,Darjeeling Tea,100% SGST + 100% freight subsidy,World-famous Darjeeling tea district
West Bengal,Hooghly,"Alluvial, Gangetic deltaic",6.5-7.8,1500,24-36,Very High,Kolkata – (~80 km),Kolkata CFS – (~80 km),Kolkata – (~100 km),285000,"Rice, Jute, Potato, Fish","HS10, HS03","Rice, Shrimp",385000,"Bangladesh, USA",1285,,,–,Rice & aquaculture hub
West Bengal,Howrah,"Alluvial, Deltaic",6.5-7.8,1600,25-36,Very High,Kolkata – (~40 km),Kolkata CFS – (~40 km),Kolkata – (~60 km),385000,"Rice, Vegetables, Fish, Jute","HS10, HS03","Shrimp, Rice",485000,"USA, Japan",1885,,,–,Vegetable & aquaculture hub
West Bengal,Jalpaiguri,"Alluvial, Terai loam",5.5-6.8,3200,18-32,High,Kolkata – (~620 km),Siliguri ICD – (~80 km),Bagdogra – (~100 km),85000,"Tea, Pineapple, Rice",HS09,Tea,125000,"UK, Germany",585,Dooars-Terai Tea AEZ,,–,Dooars tea & pineapple
West Bengal,Jhargram,Red lateritic,5.5-6.8,1400,24-36,Medium-High,Kolkata – (~240 km),,Kolkata – (~260 km),68000,"Rice, Cashew, Pulses",HS10,Rice,85000,Bangladesh,225,,,–,Tribal cashew & rice
West Bengal,Kalimpong,"Mountain brown, Loamy",4.8-6.0,2500,2026-10-01 00:00:00,High,Kolkata – (~620 km),Siliguri ICD – (~100 km),Bagdogra – (~120 km),35000,"Tea, Orange, Ginger, Large cardamom",HS09,Tea,32000,Germany,225,Darjeeling Tea AEZ (shared),Darjeeling Tea,–,Darjeeling tea extension area
West Bengal,Kolkata,"Alluvial, Urban",–,1600,25-36,–,Kolkata Port – (~10 km),Kolkata CFS – (~10 km),Kolkata – (~20 km),985000,"Fish, Rice, Vegetables, Flowers","HS03, HS06","Shrimp, Cut flowers",585000,"USA, EU",2885,Kolkata Marine & Flowers AEZ,,Port + 100% SGST incentives,Commercial & export capital
West Bengal,Malda,"Alluvial, Tal & Diara",6.0-7.5,1400,22-36,Very High,Kolkata – (~340 km),,Bagdogra – (~280 km),185000,"Mango (Fazli, Himsagar), Rice, Jute","HS08, HS10",Mango,385000,"UAE, Bangladesh",985,Malda Mango AEZ,Fazli Mango,–,Famous Fazli mango hub
West Bengal,Murshidabad,"Alluvial, Gangetic",6.5-7.8,1400,24-36,Very High,Kolkata – (~220 km),,Kolkata – (~240 km),225000,"Rice, Jute, Mango, Silk","HS10, HS50","Raw silk, Rice",285000,"Bangladesh, Italy",885,,Murshidabad Silk,–,Silk & rice hub
West Bengal,Nadia,"Alluvial, Deltaic",6.5-7.8,1500,24-36,Very High,Kolkata – (~120 km),Kolkata CFS – (~120 km),Kolkata – (~140 km),325000,"Rice, Jute, Fish, Vegetables","HS10, HS03","Rice, Shrimp",385000,"Bangladesh, USA",1285,,,–,Rice & aquaculture hub
West Bengal,North 24 Parganas,"Alluvial, Deltaic, Coastal saline",6.5-8.0,1600,25-36,Very High,Kolkata – (~80 km),Kolkata CFS – (~80 km),Kolkata – (~100 km),585000,"Rice, Fish, Vegetables, Flowers","HS10, HS03","Shrimp, Rice",685000,"USA, Japan",2285,Sundarbans Marine AEZ,,–,Largest fish & rice producer
West Bengal,Paschim Bardhaman,"Alluvial, Lateritic",6.0-7.5,1400,24-38,High,Kolkata – (~220 km),Durgapur ICD – (~40 km),Kolkata – (~240 km),185000,"Rice, Potato, Vegetables",HS10,Rice,225000,Bangladesh,685,,,–,Industrial + rice area
West Bengal,Paschim Medinipur,"Red lateritic, Alluvial patches",5.5-7.0,1400,24-36,High,Kolkata – (~180 km),,Kolkata – (~200 km),125000,"Rice, Cashew, Pineapple","HS10, HS08",Cashew kernels,185000,USA,585,,,–,Cashew & rice
West Bengal,Purba Bardhaman,"Alluvial, Gangetic",6.5-7.8,1400,24-37,Very High,Kolkata – (~140 km),Durgapur ICD – (~100 km),Kolkata – (~160 km),325000,"Rice, Potato, Vegetables",HS10,Rice,485000,"Bangladesh, Vietnam",1585,Bardhaman Rice Cluster,Burdwan Sitabhog & Mihidana,–,Rice bowl of Bengal
West Bengal,Purba Medinipur,"Alluvial, Coastal",6.5-8.0,1700,25-36,Very High,Haldia – (~80 km),,Kolkata – (~140 km),225000,"Rice, Fish, Betel leaf, Coconut","HS10, HS03","Shrimp, Rice",385000,"USA, Japan",1285,Haldia Marine AEZ,,–,Shrimp & rice hub
West Bengal,Purulia,"Red lateritic, Gravelly",5.5-6.8,1300,24-39,Medium,Kolkata – (~320 km),,Kolkata – (~340 km),68000,"Rice, Pulses, Lac",HS13,Lac,48000,USA,225,,,–,Lac & rice area
West Bengal,South 24 Parganas,"Alluvial, Deltaic, Saline",6.5-8.5,1700,25-36,Very High,Kolkata – (~100 km),Kolkata CFS – (~100 km),Kolkata – (~120 km),385000,"Rice, Fish, Vegetables, Betel leaf","HS10, HS03","Shrimp, Rice",585000,"USA, EU",1885,Sundarbans Marine AEZ,,–,Largest shrimp exporter
West Bengal,Uttar Dinajpur,"Alluvial, Terai loam",5.5-6.8,2200,20-34,High,Kolkata – (~480 km),,Bagdogra – (~240 km),68000,"Rice, Jute, Pineapple",HS10,Rice,165000,Bangladesh,385,,,–,Rice & jute hub
West Bengal,Kalimpong,"Mountain brown, Loamy",4.8-6.0,2500,2026-10-01 00:00:00,High,Kolkata – (~620 km),Siliguri ICD – (~100 km),Bagdogra – (~120 km),35000,"Tea, Orange, Ginger, Large cardamom",HS09,Tea,32000,Germany,225,Darjeeling Tea AEZ (shared),Darjeeling Tea,–,Darjeeling tea extension area
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
